full_name,county,state,state_abr,population,unemp,health_ins,poverty,SNAP,no_comp,no_internet,home_broad,broad_num,broad_avail,broad_cost,population_bbn,price_bbn,wired_bbn,provide_bbn,all25_bbn,downave_bbn,access_bbn,slowfrac_bbn
"Santa Cruz County, Arizona",Santa Cruz,Arizona,AZ,46498.0,8.5,11.6,24.0,27.3,18.7,30.3,69.2,3.0,84.1,77.98,46580.0,69.95,1.932696436238729,11.513610991841993,6.399484757406612,33.40857342206956,97.13246028338342,0.09544869042507514
"Yavapai County, Arizona",Yavapai,Arizona,AZ,235099.0,4.4,10.4,14.0,9.3,10.3,19.3,80.1,4.0,70.2,62.98,212817.0,40.0,4.196967347533328,13.079880836587304,8.085265744747836,60.151048271519656,99.56584295427525,0.6598814944294862
"Yuma County, Arizona",Yuma,Arizona,AZ,213787.0,16.4,13.3,20.1,19.0,16.4,23.3,76.3,3.0,45.4,47.5,193161.0,65.0,3.6689031429739956,9.668903142973996,4.628812234353726,88.2764137170547,92.97053235383954,0.1333240146820528
"Arkansas County, Arkansas",Arkansas,Arkansas,AR,17486.0,3.0,6.8,20.0,17.4,21.0,36.9,62.8,5.0,88.6,63.71,19024.0,40.0,3.2355971404541632,8.484020185029436,4.904436501261564,7.742377523128679,9.70316442388562,1.0
"Ashley County, Arkansas",Ashley,Arkansas,AR,19657.0,5.4,9.2,20.2,19.5,24.2,39.2,60.5,5.0,86.5,64.16,21618.0,,2.852067721343325,7.249236747155147,3.799056341937274,25.413585900638356,59.185123508187615,0.4288093255620316
"Baxter County, Arkansas",Baxter,Arkansas,AR,41932.0,4.0,5.6,14.0,9.9,16.4,27.8,70.8,2.0,79.9,65.82,33869.0,40.0,5.850748472054091,10.900498981369395,7.85074847205409,60.49212938084974,80.9254775753639,0.15675101124922497
"Benton County, Arkansas",Benton,Arkansas,AR,279141.0,2.6,9.4,9.9,5.7,8.4,34.8,64.8,4.0,59.0,69.98,212430.0,35.0,7.084672598032294,14.35618321329379,9.00774372734548,76.69957920256083,97.40416607823754,0.31524737560608207
"Boone County, Arkansas",Boone,Arkansas,AR,37432.0,3.2,6.8,14.9,15.4,15.2,21.5,77.7,1.0,37.4,54.98,35417.0,40.0,8.278538554931249,16.130191715842674,10.04588192111133,22.99962532117345,85.80986531891465,0.14834683908857327
"Bradley County, Arkansas",Bradley,Arkansas,AR,10763.0,4.1,11.5,23.2,19.5,22.3,36.6,62.8,3.0,73.0,42.5,11449.0,55.0,5.541007948292426,10.541007948292426,5.027338632194952,14.994403004629223,65.08778059219145,0.2431653419512621
"Calhoun County, Arkansas",Calhoun,Arkansas,AR,5189.0,4.4,8.2,15.6,10.9,25.5,39.6,59.2,3.0,68.5,42.5,4264.0,,1.2893996247654784,7.73968105065666,2.3142589118198873,22.050243902439025,9.74202626641651,0.24390243902439024
"Carroll County, Arkansas",Carroll,Arkansas,AR,28380.0,3.1,12.4,15.0,8.0,16.9,33.1,65.7,9.0,81.6,56.99,27481.0,65.0,5.862559586623486,13.539354463083583,6.247480077144209,27.01150176485572,97.9046250136458,0.48509879553145807
"Chicot County, Arkansas",Chicot,Arkansas,AR,10118.0,6.9,8.9,29.2,24.9,27.4,39.0,60.7,4.0,27.3,50.49,8946.0,25.0,3.575899843505477,10.151799687010955,3.575899843505477,29.392300469483565,72.21439749608764,0.0
"Clark County, Arkansas",Clark,Arkansas,AR,22320.0,3.8,8.6,19.8,13.1,18.1,32.6,67.2,4.0,42.0,77.47,20754.0,40.0,7.111882046834346,13.06239761009926,7.914811602582635,60.81543895152741,91.30601329864125,0.24655488098679773
"Clay County, Arkansas",Clay,Arkansas,AR,14551.0,4.9,6.9,22.6,16.8,23.2,36.1,63.6,4.0,85.7,63.12,15408.0,25.0,2.8949247144340604,10.254997403946001,4.836253894080997,41.05986500519211,60.56899013499481,0.0981957424714434
"Cleburne County, Arkansas",Cleburne,Arkansas,AR,24919.0,4.5,9.2,14.6,8.0,17.6,28.5,71.1,4.0,48.4,63.65,24350.0,40.0,6.351457905544147,14.0064476386037,5.8832032854209455,35.53761232032854,99.99999999999999,0.48521560574948663
"Cleveland County, Arkansas",Cleveland,Arkansas,AR,7956.0,3.9,5.1,19.4,13.9,22.1,43.5,55.4,7.0,74.5,65.99,7017.0,122.95,3.0,9.862761864044463,4.862761864044463,28.607054296707997,86.29542539546814,0.13723813595553655
"Columbia County, Arkansas",Columbia,Arkansas,AR,23457.0,4.5,8.2,25.2,18.6,29.1,40.1,59.6,4.0,65.6,51.18,20841.0,40.0,6.125281896262176,12.233626025622572,4.616813012811285,52.91549493786287,77.24979607504439,0.1915934935943573
"Conway County, Arkansas",Conway,Arkansas,AR,20846.0,4.3,7.4,18.2,13.9,22.2,38.9,60.6,5.0,48.6,43.72,18943.0,40.0,3.945204033152088,10.917806049728132,5.980784458639075,17.26485297999261,99.25249432508052,0.39302116876946636
"Craighead County, Arkansas",Craighead,Arkansas,AR,110332.0,2.8,9.3,18.4,13.7,10.8,21.0,78.9,3.0,16.5,56.48,91923.0,35.0,8.85757644985477,21.01829792326186,6.426987805010715,106.03451617114322,89.98500919247631,0.15963360638795512
"Crawford County, Arkansas",Crawford,Arkansas,AR,63257.0,3.3,8.9,15.9,12.3,16.9,28.6,70.3,2.0,65.6,69.99,59411.0,55.0,7.270269815354059,14.042096581441147,7.073639561697329,53.803450371143384,89.23320597195806,0.13290468095133895
"Crittenden County, Arkansas",Crittenden,Arkansas,AR,47955.0,4.2,9.1,22.2,20.6,20.2,28.1,71.5,5.0,55.4,89.95,48836.0,65.0,3.921410434925055,10.896695061020557,3.886825292816775,61.790034810385784,82.3320091735605,0.14202637398640347
"Cross County, Arkansas",Cross,Arkansas,AR,16419.0,4.2,7.3,16.7,13.7,23.2,33.7,66.1,5.0,80.0,56.25,17041.0,29.95,6.571973475734993,12.455900475324219,3.960096238483657,32.71660818027111,61.98063493926413,0.1940613813743325
"Dallas County, Arkansas",Dallas,Arkansas,AR,7009.0,4.7,8.0,14.3,19.0,23.4,41.5,57.9,6.0,58.0,57.18,7646.0,,2.7821082919173428,8.0,4.0,12.349746272560816,49.96102537274392,0.7821082919173424
"Desha County, Arkansas",Desha,Arkansas,AR,11361.0,4.5,7.3,29.1,26.8,25.0,49.8,49.1,3.0,59.6,50.0,13140.0,25.0,2.531963470319635,7.745509893455099,3.5703957382039575,33.090422374429224,73.21392694063927,0.14383561643835618
"Drew County, Arkansas",Drew,Arkansas,AR,18219.0,5.2,5.9,21.4,15.0,19.2,32.0,67.0,4.0,14.8,62.48,17211.0,55.0,3.8940212654697577,9.894021265469757,4.0,18.873418162802857,73.12497821160885,0.10597873453024229
"Faulkner County, Arkansas",Faulkner,Arkansas,AR,126007.0,3.0,9.7,16.8,10.3,11.0,23.0,76.5,3.0,48.3,69.99,109988.0,35.0,10.042331890751717,18.394015710804812,12.49782703567662,34.437772757028036,99.99999999999999,0.3075699167181874
"Franklin County, Arkansas",Franklin,Arkansas,AR,17715.0,3.4,5.8,21.9,15.4,21.9,37.1,60.7,1.0,32.6,55.98,16251.0,40.0,4.427789059134822,9.381330379668944,5.427789059134822,13.606231616515906,23.335240908251798,0.37376161466986646
"Fulton County, Arkansas",Fulton,Arkansas,AR,12477.0,4.0,9.1,23.9,16.3,17.2,41.7,58.3,4.0,19.4,77.98,9032.0,68.99,2.723870682019486,7.608392382639504,4.261403897254207,36.19817316209034,37.605624446412754,0.3858503100088574
"Garland County, Arkansas",Garland,Arkansas,AR,99386.0,3.7,11.2,18.6,12.2,13.4,23.5,76.0,2.0,54.0,59.98,102565.0,29.95,5.725091405450202,13.961721834933945,7.735416565105056,39.181917515721736,97.94140301272364,0.13776629454492273
"Grant County, Arkansas",Grant,Arkansas,AR,18265.0,3.2,5.0,14.5,10.1,12.4,26.5,72.9,2.0,26.9,50.49,15714.0,122.95,5.1242204403716425,10.888252513682065,5.449853633702431,25.530238640702557,67.78815069364897,0.16787577955962835
"Greene County, Arkansas",Greene,Arkansas,AR,45325.0,3.5,6.9,16.3,15.5,14.8,24.8,74.9,7.0,79.4,65.99,39961.0,40.0,11.461374840469457,23.142914341482943,9.41022496934511,38.43327744550937,84.17744801181152,0.09829583844248141
"Hempstead County, Arkansas",Hempstead,Arkansas,AR,21532.0,3.8,9.9,24.3,13.9,21.8,32.5,67.2,5.0,37.8,58.31,19372.0,29.95,5.516828412141235,12.516828412141235,3.8643919058434855,29.659326863514348,72.350815610159,0.13560809415651456
"Hot Spring County, Arkansas",Hot Spring,Arkansas,AR,33771.0,3.6,8.5,17.6,16.5,19.4,34.5,64.5,6.0,58.6,56.48,33591.0,29.95,6.428090857670209,13.881039564168974,7.679050936262689,86.07781370009823,68.24485725343098,0.17117680331041052
"Howard County, Arkansas",Howard,Arkansas,AR,13202.0,3.3,9.1,19.2,17.0,21.7,36.0,63.5,3.0,91.9,60.24,14623.0,79.95,4.919236818710251,10.607399302468714,4.0,10.353372768925665,15.304998974218698,0.30917048485262943
"Independence County, Arkansas",Independence,Arkansas,AR,37825.0,4.0,8.6,17.3,10.7,17.6,37.3,61.6,3.0,74.3,61.25,32624.0,40.0,6.981118195193723,15.768238106915154,7.16794384502207,81.75965516184404,79.77467508582639,0.23065841098577733
"Izard County, Arkansas",Izard,Arkansas,AR,13629.0,5.5,7.2,17.1,12.8,15.1,41.8,57.2,3.0,18.3,63.66,11511.0,100.0,3.07896794370602,8.839892276952481,5.000173746850838,18.46295977760403,58.20337068890627,0.7068021892103207
"Jackson County, Arkansas",Jackson,Arkansas,AR,16719.0,6.5,8.1,23.3,20.1,26.5,37.5,62.3,1.0,42.8,34.99,12071.0,40.0,5.83307099660343,15.732996437743353,4.933145555463508,25.85553392428134,84.2933476928175,0.05003727943003894
"Jefferson County, Arkansas",Jefferson,Arkansas,AR,66824.0,5.5,7.9,23.2,19.6,19.0,43.0,56.3,3.0,51.0,51.98,75157.0,29.95,6.4189496653671645,13.851497531833363,5.554026903681626,24.599980707053234,63.030988464148386,0.26936945327780515
"Johnson County, Arkansas",Johnson,Arkansas,AR,26578.0,4.6,11.0,22.4,13.9,21.1,34.4,65.0,2.0,13.4,65.0,22174.0,40.0,3.191801208622711,8.19180120862271,5.191801208622711,24.370607017227385,72.57301343916298,0.3282222422657166
"Lafayette County, Arkansas",Lafayette,Arkansas,AR,6624.0,4.7,10.0,22.2,19.2,31.1,42.7,55.5,2.0,51.6,44.98,6335.0,55.0,3.208050513022889,9.000473559589583,4.0,35.1616637726914,44.660142067876876,0.41562746645619575
"Lawrence County, Arkansas",Lawrence,Arkansas,AR,16406.0,4.2,7.8,17.7,15.3,22.1,36.1,63.7,3.0,67.5,60.97,19118.0,40.0,4.997332356941103,12.462234543362277,3.572706350036615,30.010768385814412,51.38560518882729,0.8395752693796421
"Lee County, Arkansas",Lee,Arkansas,AR,8857.0,4.5,8.5,26.0,29.2,31.1,45.7,52.2,4.0,86.5,62.49,8313.0,29.95,3.111271502466017,10.333453626849511,3.555635751233009,16.371368940214122,42.002165283291234,0.22218212438349572
"Lincoln County, Arkansas",Lincoln,Arkansas,AR,13024.0,4.4,7.4,18.6,16.8,23.5,41.1,57.9,1.0,46.6,63.0,8267.0,122.95,4.0,11.0,5.0,22.18,49.0,0.0
"Little River County, Arkansas",Little River,Arkansas,AR,12259.0,4.3,6.2,15.8,16.9,19.0,34.9,62.6,4.0,63.3,56.25,11781.0,55.0,4.272727272727273,10.272727272727273,4.757575757575758,42.54030303030303,61.21212121212121,0.24242424242424243
"Logan County, Arkansas",Logan,Arkansas,AR,21466.0,4.3,8.0,21.1,16.8,16.5,29.9,69.2,4.0,63.9,58.32,20656.0,,3.3213594113090625,8.676462044926414,3.1606797056545313,30.478629453911694,32.254018202943456,0.5126355538342371
"Lonoke County, Arkansas",Lonoke,Arkansas,AR,73309.0,3.2,7.6,12.2,11.0,12.8,22.0,77.5,5.0,88.5,55.33,36350.0,40.0,4.982696011004126,12.467207702888583,6.305777166437414,14.349275928473176,71.02767537826685,1.0
"Madison County, Arkansas",Madison,Arkansas,AR,16576.0,2.5,11.4,16.8,9.6,22.7,37.8,61.1,2.0,38.0,34.99,13802.0,48.95,6.106144037096073,13.330894073322707,6.155702072163455,29.25117736559919,51.91189682654687,0.3085784668888567
"Marion County, Arkansas",Marion,Arkansas,AR,16694.0,4.0,7.0,20.6,13.7,16.2,25.7,74.0,9.0,97.2,65.09,11131.0,40.0,6.0,12.0,7.4195490072769745,23.639763722935946,61.84511724014015,0.5804509927230258
"Miller County, Arkansas",Miller,Arkansas,AR,43257.0,4.1,10.7,21.2,13.7,16.2,27.2,72.3,4.0,64.3,63.31,43436.0,55.0,5.568353439543236,11.44156920526752,6.596233538999908,75.23961092181601,93.63251680633576,0.040772630997329404
"Mississippi County, Arkansas",Mississippi,Arkansas,AR,40651.0,5.1,7.9,25.8,22.3,18.8,33.3,66.3,8.0,92.4,61.42,44119.0,55.0,5.334413744645164,13.58781930687459,5.962510483011854,62.28195652666651,79.39735714771413,0.26172397379813683
"Monroe County, Arkansas",Monroe,Arkansas,AR,6701.0,4.3,9.9,28.1,22.4,28.0,44.2,55.4,4.0,54.6,48.48,6260.0,65.0,3.389137380191693,9.389137380191693,3.389137380191693,67.02172523961661,0.0,0.30543130990415335
"Montgomery County, Arkansas",Montgomery,Arkansas,AR,8986.0,4.6,12.0,18.9,15.3,25.1,40.8,58.4,2.0,50.1,73.65,6427.0,79.99,2.9467869923759142,8.532441263419948,4.618484518437841,7.9081468803485295,48.0289404076552,1.0
"Nevada County, Arkansas",Nevada,Arkansas,AR,8252.0,4.0,8.7,27.7,22.3,29.9,44.4,52.9,7.0,95.0,55.25,7228.0,29.95,2.0,9.0,3.815439955727726,35.829418926397345,52.66463752075263,0.0
"Newton County, Arkansas",Newton,Arkansas,AR,7753.0,3.5,7.5,14.2,11.8,27.0,40.6,58.9,3.0,76.7,25.0,3785.0,35.0,2.872126816380449,7.8459709379128135,4.493791281373844,10.068211360634082,21.543196829590492,1.0
"Ouachita County, Arkansas",Ouachita,Arkansas,AR,23382.0,5.2,7.4,24.1,17.9,29.3,39.3,60.0,3.0,41.9,68.99,27038.0,29.95,4.477698054589837,10.477698054589837,3.930542199866854,36.71470448997707,55.610807012352986,0.15733412234632738
"Perry County, Arkansas",Perry,Arkansas,AR,10455.0,4.1,6.0,17.0,14.0,20.3,33.7,66.2,3.0,36.6,55.98,11073.0,19.95,3.0344080195069085,10.314548902736385,5.417321412444686,18.11053011830579,98.03603359523164,1.0
"Phillips County, Arkansas",Phillips,Arkansas,AR,17782.0,6.0,9.3,33.2,29.5,28.5,38.4,61.3,3.0,39.5,63.31,19014.0,40.0,3.6362154202166823,9.597770064163248,3.759177448196066,17.233086672977805,91.00468076154412,0.521037130535395
"Pike County, Arkansas",Pike,Arkansas,AR,10718.0,3.9,10.3,16.6,13.1,25.1,38.3,61.6,4.0,73.9,49.99,10756.0,,2.2847712904425435,7.569542580885088,4.662885831164001,28.528445518780217,58.0038118259576,0.3170323540349572
"Poinsett County, Arkansas",Poinsett,Arkansas,AR,23528.0,3.4,11.5,21.8,20.1,20.1,29.2,70.1,1.0,10.5,51.25,24827.0,40.0,4.4099569017601805,13.89793370121239,5.257381077053208,43.39302211302211,78.67930076126797,0.3932815080356064
"Polk County, Arkansas",Polk,Arkansas,AR,19964.0,4.2,11.6,24.5,14.0,19.2,36.4,62.8,10.0,95.1,61.53,20851.0,25.0,5.711092993141817,11.401803270826338,5.457915687497002,22.68098172749508,66.44136971847873,0.2862692436813582
"Pope County, Arkansas",Pope,Arkansas,AR,64072.0,4.3,9.1,18.5,12.5,13.4,27.7,71.3,8.0,65.2,58.11,62570.0,40.0,4.420153428160461,10.022374940067124,6.380997283042991,33.67647243087742,87.7905705609717,0.3661818762985456
"Prairie County, Arkansas",Prairie,Arkansas,AR,8062.0,4.4,8.2,15.7,12.4,23.4,45.2,54.4,2.0,45.0,50.0,6246.0,65.0,1.8837656099903939,7.42667307076529,3.310438680755684,13.985035222542429,16.10326609029779,1.0
"Pulaski County, Arkansas",Pulaski,Arkansas,AR,391911.0,3.4,8.6,17.0,10.7,13.7,24.2,75.4,4.0,81.5,52.63,412335.0,35.0,8.14781670243855,15.886306037566543,9.884625365297634,70.19671660179223,99.02674766876449,0.7773994446263353
"Randolph County, Arkansas",Randolph,Arkansas,AR,17958.0,3.9,8.5,18.3,15.7,22.7,35.0,64.1,1.0,0.2,90.95,15579.0,40.0,4.384363566339303,10.070993003402016,4.580846010655369,28.896027986391935,69.97933115090828,0.19648244431606648
"St. Francis County, Arkansas",St. Francis,Arkansas,AR,24994.0,5.2,10.3,26.6,24.0,25.2,47.8,51.9,4.0,69.5,83.97,25769.0,29.95,5.308432612829369,12.31413714152664,3.6623074236485706,28.752453335403004,39.24242306647522,0.2191780821917808
"Saline County, Arkansas",Saline,Arkansas,AR,122437.0,2.8,6.1,8.5,7.5,10.2,18.8,80.8,4.0,65.0,58.36,105186.0,35.0,6.962390432186792,14.201338581180005,8.802483220200406,46.8774450021866,93.80089555644288,0.24840758275816174
"Scott County, Arkansas",Scott,Arkansas,AR,10281.0,3.4,8.8,22.1,19.1,26.5,43.9,55.5,4.0,71.7,84.17,8753.0,19.95,2.974066034502456,6.9740660345024565,3.0,37.23589512167257,33.837655660916255,0.07266080201073917
"Searcy County, Arkansas",Searcy,Arkansas,AR,7881.0,4.6,7.3,21.1,13.6,24.9,39.8,58.5,3.0,67.9,59.98,6592.0,65.0,4.881523058252427,10.088592233009708,6.826304611650485,5.233338895631069,88.8182645631068,1.0
"Sebastian County, Arkansas",Sebastian,Arkansas,AR,127827.0,3.3,10.7,20.3,14.5,15.7,26.9,72.8,2.0,57.0,59.98,123946.0,35.0,7.045899020541204,12.830176044406436,7.534652187242832,88.12874582479468,95.99123811982636,0.21306859438787856
"Sevier County, Arkansas",Sevier,Arkansas,AR,17007.0,4.8,14.7,21.0,15.3,18.1,28.6,70.8,2.0,51.6,50.47,16146.0,25.0,3.0,7.328502415458938,5.0,17.196051653660348,81.19528056484577,0.30304719435154215
"Sharp County, Arkansas",Sharp,Arkansas,AR,17442.0,5.0,7.1,21.6,18.4,19.6,41.8,57.7,4.0,94.4,79.35,17934.0,55.0,3.1729675476748076,9.328426452548232,3.9683283149325304,28.34152447864392,41.559161369465826,0.577227612356418
"Stone County, Arkansas",Stone,Arkansas,AR,12506.0,4.7,7.5,22.5,18.2,23.8,51.9,47.0,2.0,80.6,66.97,10621.0,100.0,4.999999999999999,13.29686470200546,7.0,9.896123717164109,97.5273514734959,0.17578382449863478
"Union County, Arkansas",Union,Arkansas,AR,38682.0,5.2,10.6,20.1,14.2,28.3,39.7,60.1,1.0,45.4,55.0,39456.0,40.0,3.7240470397404706,10.630474452554743,4.698626317923763,60.53526814679643,81.33059610705597,0.18357157339821573
"Van Buren County, Arkansas",Van Buren,Arkansas,AR,16545.0,5.0,10.5,18.8,14.8,21.7,38.2,60.4,4.0,93.4,83.49,16097.0,65.0,4.981797850531154,10.903895135739576,5.626949120954214,12.93663539790023,98.51320121761819,0.5227060943032863
"Washington County, Arkansas",Washington,Arkansas,AR,239187.0,2.4,11.5,16.8,7.7,9.0,22.6,76.9,6.0,73.2,85.0,210107.0,35.0,7.507879318632886,13.644338360930384,9.087859995145331,95.68616414493567,96.81676003179332,0.1673242681110101
"White County, Arkansas",White,Arkansas,AR,78753.0,4.5,9.0,17.0,11.8,15.4,26.4,73.3,2.0,84.1,59.97,74673.0,29.95,7.035595195050422,17.019792963989662,7.925823256063103,31.832884978506286,71.79153107548915,0.28043603444350707
"Woodruff County, Arkansas",Woodruff,Arkansas,AR,6320.0,5.3,6.1,25.0,26.7,36.9,45.3,54.6,5.0,87.0,82.22,6598.0,40.0,3.4424067899363444,10.398150954834797,4.418460139436194,14.995531979387692,22.527129433161562,0.6054865110639588
"Yell County, Arkansas",Yell,Arkansas,AR,21341.0,4.0,8.5,16.3,13.2,23.4,32.7,66.7,3.0,92.0,67.97,22325.0,19.95,2.016797312430011,7.157581187010079,4.027323628219484,21.470356103023512,82.0220828667413,1.0
"Alameda County, California",Alameda,California,CA,1671329.0,2.9,5.1,10.6,6.5,6.4,12.2,87.5,8.0,98.5,88.05,1515717.0,35.0,6.007471051654101,14.571675979091088,9.929130569888706,92.54799313460227,100.00000000000001,1.0000000000000004
"Alpine County, California",Alpine,California,CA,1129.0,5.1,10.3,19.8,11.7,9.0,15.1,84.9,3.0,17.3,68.5,1115.0,67.0,3.0,10.574887892376681,5.14170403587444,22.618636771300448,100.0,0.0
"Amador County, California",Amador,California,CA,39752.0,3.8,4.2,9.7,7.5,10.7,17.4,81.4,3.0,30.7,63.16,37632.0,55.0,4.705915178571429,14.48389668367347,8.111793154761905,16.12763950892857,98.51716624149661,1.0
"Butte County, California",Butte,California,CA,219186.0,5.1,7.4,20.1,11.9,9.2,16.1,83.2,3.0,89.1,70.0,219512.0,35.0,4.043364371879441,12.484984875542112,5.411285032253362,73.94361506432449,93.22080341849194,0.2511343343416305
"Calaveras County, California",Calaveras,California,CA,45905.0,3.8,5.2,11.7,8.6,13.5,20.4,77.9,4.0,72.8,72.58,42468.0,55.0,4.088325327305265,15.18458604125459,7.2486813600828865,69.06968776490535,96.80039088254685,0.480832626919092
"Colusa County, California",Colusa,California,CA,21547.0,12.8,10.3,13.8,15.2,16.0,22.3,77.3,2.0,34.8,70.0,21039.0,55.0,3.1406910974856217,13.698179571272398,4.748657255572983,16.093872332335184,74.47050715338182,0.6331574694614763
"Contra Costa County, California",Contra Costa,California,CA,1153526.0,3.1,5.7,9.1,6.4,5.6,9.6,90.2,7.0,99.1,93.42,1043451.0,35.0,5.30484133897998,13.998762759343752,8.037958658336617,109.68785671775676,99.80713900317312,0.8315579744520826
"Del Norte County, California",Del Norte,California,CA,27812.0,5.7,6.3,22.5,17.3,12.5,22.8,76.8,1.0,94.5,65.0,28596.0,69.99,1.9252342985032873,6.951986291789061,3.0267519932857745,53.8904657994125,94.18037487760526,0.14225765841376414
"El Dorado County, California",El Dorado,California,CA,192843.0,3.5,5.2,8.9,6.1,6.9,13.6,85.7,6.0,80.6,62.0,180987.0,35.0,4.567195433926194,14.775773950615237,7.555266400349199,52.633983601032114,100.0,0.45298833617884154
"Fresno County, California",Fresno,California,CA,999101.0,7.2,9.5,24.1,20.1,12.3,21.6,77.9,7.0,89.2,62.48,926253.0,35.0,4.94847843947604,13.290512419392973,7.731627319965495,68.4227241261297,99.92614112990725,0.8399271041497298
"Glenn County, California",Glenn,California,CA,28393.0,6.1,9.6,18.8,10.8,16.7,29.6,69.8,3.0,65.5,70.0,28434.0,58.0,2.7829710909474574,14.838186677920799,5.327846943799676,19.671780614756976,92.7068650207498,0.9085250052753746
"Humboldt County, California",Humboldt,California,CA,135558.0,3.6,9.7,20.3,12.3,10.2,18.5,81.1,4.0,84.5,58.33,129815.0,40.0,3.198898432384547,13.220398259060971,3.5902784732118787,58.576852597927825,85.59395293302006,0.3393752647999076
"Imperial County, California",Imperial,California,CA,181215.0,18.3,9.3,24.2,21.5,15.3,25.6,73.9,4.0,85.1,68.98,166018.0,55.0,3.451547422568637,9.493579009504993,4.23293257357636,70.12215476635063,90.35580479225143,0.13741281065908514
"Inyo County, California",Inyo,California,CA,18039.0,3.5,6.4,10.2,8.5,10.2,21.9,77.9,5.0,85.7,62.18,16884.0,25.0,6.012023217247098,11.058753849798626,7.191305377872542,83.78738036010425,91.18840322198531,0.1792821606254442
"Kern County, California",Kern,California,CA,900202.0,7.7,9.0,22.0,17.0,14.6,22.8,76.8,7.0,93.8,65.13,840308.0,25.0,4.983719064914292,13.777216211198756,8.765967954607119,63.879004710177696,98.445072521028,0.9337635724044041
"Kings County, California",Kings,California,CA,152940.0,7.9,8.2,20.8,16.9,12.1,22.3,77.2,4.0,73.4,67.5,151702.0,35.0,4.44489195923587,13.754947199114053,7.412176503935346,68.29903270886344,99.97774584382539,0.1512636616524502
"Lake County, California",Lake,California,CA,64386.0,5.0,9.5,21.0,11.4,16.3,26.8,72.6,3.0,92.2,60.0,64086.0,55.0,3.1414661548544145,14.148487969291267,3.730565178042007,68.18232390849796,86.87824173766501,0.4062041631557594
"Lassen County, California",Lassen,California,CA,30573.0,4.6,5.7,13.8,8.2,15.8,22.8,76.1,1.0,43.4,77.48,32864.0,58.0,4.1443829113924044,12.650499026290165,5.568372687439144,6.607789070107107,100.0,1.0
"Los Angeles County, California",Los Angeles,California,CA,10039107.0,4.4,10.8,16.0,8.8,9.6,17.5,82.1,9.0,99.7,57.28,9811395.0,24.99,5.398519476588189,12.645127425814572,8.330323363803009,97.8662008613454,99.72300014422004,1.0000000000000004
"Madera County, California",Madera,California,CA,157327.0,6.9,9.4,20.8,17.6,12.7,22.8,76.8,6.0,70.6,97.97,149833.0,35.0,5.394973070017953,14.519391589302757,8.31033884391289,57.92796940593862,99.86664486461595,0.3411398023132421
